company_id,penyedia,alamat,kode_pos,situs_web,no_telp,no_fax
410374,Sembodo Rentcar,Jl. Warung Buncit Raya No. 38 A,12740,https://www.sembodorentcar.co.id/,-,
410376,PT New Ratna Motor,Sunburst CBD BSD City Lot 02 No. 03 Rt Rw Kel. Lengkong Gudang Kec. Serpong Tangerang Selatan Banten,15321,www.nasmoco.co.id,02122356888,02122356899
410378,PT. KLASE AUTO GRAHA,"Jl. Kebayoran Lama, Kemandoran V No. 11 Grogol Utara Kebayoran Lama",12210,www.klase.co.id,-,021-738889940
410399,PT Mitra Pinasthika Mustika Rent,"Sunburst CBD Lot II No.10, Jl. Kapten Soebijanto Djojohadikusumo, BSD City, Kel Lengkong Gudang, Kec Serpong",15311,www.mpm-rent.com,021-53157668,021-53157669
410418,PT.Wilken International,"Taman Palem Lestari, Blok C5 No.38. RT.007 RW.005",11730,http://www.grescochair.com,-,55961719
410421,Mita Mantari,Jl. RS Fatmawati Raya No. 4F Cilandak Barat - Cilandak Jakarta Selatan - Jakarta Selatan (Kota) - DKI Jakarta - 40223,40223,www.dankha.co.id,022-6120778,022-6005464
410424,PT. Paparti Pertama,Pamuruyan KM 2 Cibadak,433351,-,02666540789,02666540768
410428,CV.GUPALA,KOMPL.PERTOKOAN JURNATAN BLOK B-49,50137,,-,(024) 3552277
410429,PT. Pelita Media Nusantara,"Jl. MH. Thamrin Ruko Setos Serpong Blok AA2 No. 17, Kel. Panunggangan Utara Kec. Pinang",15143,www.hsfitech.co.id,-,(021) 55700375
411339,Nalla Rekayasa Teknologi,"PR GIRIMULYO BLOK A, JALAN KI AGENG GRIBIG, RT 001, RW 006, GERGUNUNG, KLATEN UTARA, KLATEN, JAWA TENGAH, 57434",57434,http://www.nallarekayasateknologi.com,-,
411712,PT. GARUDA MAS RENTALINDO,Jl. KH. Hasyim Ashari No. 5E,10130,https://www.garudamas.co.id,63858585,63858989
411979,PT. HAULA SEJAHTERA,Gedung Haula Toys Jln Bekasi Timur Raya Rawa Bunga Jatinegara,13350,-,021 85913302,021 29360747
411985,CV OMOCHA TOYS,"Griya Melati Blok A4 No. 12A/14, Kelurahan Bubulak, Kecamatan Bogor Barat",16115,http://www.omochatoys.com,-,
412126,PT . BALAKOSA CITRA  PERSADA,Perum Royal Residen Blok E No 15 Klaten,-,-,0272-3393266,-
412213,CV.BERIN INFORMATIKA,PANDUGO BARU IX/T NO 2,,,-,
412214,PT. KARUNIA JASINDO,"Jl. Jembatan III No. 36 AG, Kel. Penjaringan, Kec. Penjaringan",14440,http://www.karusindo.com,-,0216611085
412325,PT. Multi Kharisma Solusindo,"Jl. Tampak Siring Blok KJG No. 18 - 21, Ruko Daan Mogot Baru, Kalideres",11840,www.multi-kharisma.co.id,02154381772,02154381774
412520,PT HAIGA CITRA DIGITAL,JL. CANDI KALASAN TIMUR III NO. 119 KOTA SEMARANG,50183,orderkilat.com,-,-
412742,PT. DWICENTRA CAHAYA WIGUNA,Jl Perdana Komp Rukan Perdana Square B. No. 19,78121,,05616580043,
412958,PT. Putra Bengawan Sukses Makmur,RUKO INTI NIAGA KAV  CJln. Jaksa Agung R.Suprapto No.11 Sukoharjo. Sukoharjo. Sukoharjo. Jawa Tengah,57512,,02715993111,
413041,PT TRESNA SUKSES MANDIRI,"Jl. Rawa Mulya No. 2, RT/RW 001/002, Kelurahan Mustika Jaya, Kecamatan Mustika Jaya Kota Bekasi",17158,,02148703078,02148703078
413249,Prismaco Jaya,Jl. Tarum Barat II Ruko Blok B No. 8,,,-,
413300,CV. JAYA MULTIMEDIA,Jalan Pahlawan No. 11 C RT 003 RW 001 Empang Bogor Selatan,,www.juragankantor.com,02518329562,02518329562
413339,PT. Lumbung Amanah Solusi,Ideal Business Center Lt.5 Jl. Manunggal Pratama No.8 Rt/Rw. 011/006 Kel. Cipinang Melayu Kec. Makasar Kota Administrasi Jakarta Timur,13620,www.lumbungsolusi.id,-,
413407,PT. NEW RATNA MOTOR,JL. PEMUDA NO. 72 SEMARANG,-,www.nasmoco.co.id,-,0243513339
413420,DELTA KLIK INDONESIA,JL..Manyar Permai Raya Blok C No.11 RT/RW.000/000 Kel.Kapuk Muara Kec.Penjaringan Kota Administrasi Jakarta Utara,14460,http://www.deltaklik.com,02129820229,
413465,CV BUARAN MOTOR,Jl. Sejahtera No. 99 RT/RW 001/020 Kel. Dayeuhluhur Kec. Warudoyong,43134,,0266233343,0266218224
413503,PT. ROBICODE KREASI INDONESIA,"Jalan Griya Hijau Raya No.29-30, Alam Sutera",15320,-,081294858805,-
413515,PT. SOLUSINDO KREASI UTAMA,Jl. A.H. Nasution No. 80,40293,http://www.dcskomputer.com,-,0227273767
413541,PT. Panca Karya Unggul Abadi,KP GANDOANG RT 001 RW 010 GANDOANG CILEUNGSI,,,021-29217555,
413546,CV.SIRNABAYA MANDIRANCAN,"Jl. Permata No.40 Kel. Curug, Kec. Gunung Sindur, Kab. Bogor, Jawa Barat  16340",15152,SIRNABAYAMANDIRANCAN.COM,021-7303644,021-7303644
413556,PT. MITRA ERA GLOBAL,Komplek Ruko Artha Centre Blok G No. 16 Jl. Pangeran Jayakarta No. 8 Pinangsia - Tamansari,11110,www.maleser.com,-,
413627,best instrument indonesia,ruko concordia srb 26 kotawisata cileungsi,16968,http://www.bestinstrument.co.id,02129478974,-
413917,PT. SURYA CITRA TEKNIK CEMERLANG,"Jl.Raya Narogong Pangkalan 1B Rt 001/Rw 006 Kel.Bantar Gebang, Kec.Bantar Gebang, Kota Bekasi",-,www.lightplusled.com,-,021 82618855
413934,PT KENSIGN JAYA MANDIRI,Jl. Pesing Poglar Ex. Poll PPD No. 11 Komp. Pergudangan Prima Center 1 Extension Blok i No. 16 kel. keduang Kali Angke Kec. Cengkareng - Jakarta Barat,11710,www.kensignled.com,021-29518976 - 78,021-29518979
414284,CV TEKNIKA PERKASA GEMILANG,Jl. Prof. Dr. Hamka RT.001 RW.01 Kel. Beringin Kec. Pasar Jambi Kota Jambi,36112,-,07413601478,07413601478
414757,PT Cakrawala Bima Instrument,"Jl. Sanggar Kencana Utama No.7, Kel. Jatisari, Kec. Buahbatu",40286,www.cbinstrument.com,-,(022) 7351 3301
414830,PT. NUSANTARA INDONESIA SENTOSA,Jl. Bajak II Perumahan Mediterania Kav 2 Medan,20147,-,061 7358797,-
414836,PT UTAMA RAYA MOTOR INDUSTRY,"JL PRABU SILIWANGI KM 0,5 KERONCONG - JATIUWUNG TANGERANG BANTEN",15134,www.futura.co.id,021.4220709,021.4213748
414855,CV. NUSANTARA GRAFINDO JAYA,"Jl. Raya Pasar Minggu No. 99-J Rt. 007 Rw. 005, Kel. Pejaten Barat, Kec. Pasar Minggu, Jakarta Selatan",12510,-,02179199989,02179199989
414977,PT. Wahana Lentera Abadi,"Jl. Raya Bantulan, Mejing Lor No. 17 RT 002 RW 003, Kel. Ambarketawang, Kec. Gamping",55294,https://wahanalenteraabadi.co.id,02742823531,
415148,PT Bareshal Anugrah Sejahtera,"Jln Pondok Bambu Batas no 16
RT/RW 005/004 Kel Pondok Bambu
Kec Duren Sawit,Jakarta Timur",13430,https://l-eliving.co.id,02122087598,
415153,BROTHERSINDO SAUDARA EMAS,"Jl. TOKO TIGA No.20, Rt.003/ Rw.001
ROA MALAKA, TAMBORA, JAKARTA BARAT",,,08121082328,
415172,PT. ANOMALI LINTAS CAKRAWALA,"GD Patra Jasa Blok/Lt. 17 Jl. Gatot Subroto KAV 32-34,Kuningan Timur, Setia Budi, Jakarta Selatan",12810,http://www.anomali.co.id,-,+622152901240
415195,PT. ZOOM INFOTEK TELESINDO,Jalan KHR. Abdullah Bin M. Nuh No. 136 Ruko Taman Yasmin Sektor VI Kel. Curug Mekar Kec. Bogor Barat Kota Bogor,16113,https://www.tokozoom.com,0251-7540292,0251-7540390
415239,PT. PRIMA JAYA KURNIA CAHAYA MANDIRI,JL. JOGLO RAYA NO.26,11640,,-,
415247,Aston Printer indonesia,Jl.Imam Bonjol No.28 Kel. Sidorejo Kec. sidorejolor Kota Salatiga,50714,http://astonprinter.com,085227966644,0298326431
415349,PT.GABE ARTHA SEJAHTERA,"Jl.Raya Pondok Kelapa, Komp.Rukan Taman Pondok Kelapa Blok D No.8, Kel.Pondok Kelapa Kec.Durensawit",13450,https://gabearthasejahtera.co.id,021-22865084,021-22865084
415602,PT. SINDORO ABADI MAKMUR,JL. DR SAHARJO NO 76 B Jakarta Selatan 12970,12970,-,-,021-83706763
415760,Maharani Marga Sejahtera,Jl. Raya TB Simatupang Kav.136 No.4A Rt.011 Rw.004 Kelurahan Kampung Rambutan Kecamatan Ciracas Jakarta Timur,13730,http://www.maharanims.com,-,02122324123
415934,PT.DUTZ HYDRAULIK INDONESIA,"JL.RAYA SOKA NO 117a cukanggalih, curug",-,-,081211578647,
415952,ABBOTINDO BERKAT BERSAMA,"Komplek Perkantoran Gerbang Sentul 2 Blok R No. 1, Jl. Raya Sirkuit Sentul Km. 33, Kel. Sentul, Kec. Babakan Madang",16810,,021-87953026,
416004,PT.MUTIARA SAMUDERA PASAI,"Graha Zima Jl.TB. Simatupang Blok B4, Gedong, Pasar Rebo, Jakarta Timur",13830,,-,021-87797837
416139,CV. Cakra Sinar Gemilang,"Ruko Permata Mulia F11, Jl. Raya Pengasinan, Sawangan, Depok 16518",16518,,622173460605,
416177,PT ARTHA MITRA INTERNASIONAL,"JL. Pangeran Jayakarta No 126-129, Blok. C No. 33 Mangga Dua Selatan, Sawah Besar.",10730,,0216121937,021-6120-866
416442,PT Senjaya Gobel Solusindo,Jl. Jendral Sudirman Kav.12 Karet Tensin Tanah Abang Jakarta Pusat,10220,www.senjaya.co.id,-,021-3859448
416454,PT. DS SOLUTIONS INTERNATIONAL,"Jln. Arteri Kelapa Gading, Rukan The Fifty No. 6-7 Kel. Pegangsaan Dua Kec. Kelapa Gading, Kota Administrasi Jakarta Utara, Provinsi DKI Jakarta 14250",14250,http://solutions-ds.com,-,021-24520519
416729,PT. BESHA ANALITIKA,JL. BOULEVARD BARAT  KOMP GADING BUKIT INDAH BLOK N NO.23 KEL. KELAPA GADING BARAT  KEC. KEL,14240,http://www.besha-analitika.co.id,021-45856666,02145857600
416965,PT. MEDIA TELEMATIKA JAYA,Komplek Rukan Multiguna Blok 2P Jl. Rajawali Selatan C5 No.2 Pademangan Timur Jakarta Utara,14410,https://jakartatek.com/,021-64703317,021-64703318
417304,CV. BHAKTI KARYA MULYA,"Gg. Abimanyu No. 111 Jati Wetan RT. 02 RW. 01 Kecamatan. Jati, kabupaten Kudus",59346,,-,
417370,PT Gerlink Utama Mandiri,Jl. Tanjungsari Raya No 16 Antapani,40291,http://www.gerlink.id,02220531020,
417390,WIKA Industri Manufaktur,Tamansari Hive Office Lt 6. DI Panjaitan Kav 2,13340,http://www.wima.co.id,02122895735,0212285735
417662,FAMATO TAMA KARYA,"Jl.Lapangan Tembak Ruko Cibubur Indah Blok B No.11A RT.002 RW.011,Kel.Cibubur,Kec.Ciracas,Jakarta Timur",13720,https://e-katalog.lkpp.go.id/productsearchcontroller/listproduk?authenticityToken=145e9fdcaabcd9466bc7571c783ca5b589ca964b&cat=&commodityId=816&q=&jenis_produk=&pid=417662&mid=&tkdn_produk=-99&label_p,082112332457,
417783,PT. PANAIRSAN PRATAMA,"KEDOYA  ELOK PLAZA BLOK DB 23 JL. PANJANG, KEC. KEBON JERUK JAKARTA 11520",11520,www.panairsan.com,021 5807881,021 5807880
417804,PT. MEGA ANDALAN KALASAN,"Jl. Tanjung Tirto 34, Tirtomartani, Kalasan",55571,mak-techno.com,0274-497 068,0274-496 226
417833,CV. Bankun Usaha Mandiri,JL. KH M Soleh No 11 Kav 11 RT 02 RW 06 Desa Pasir Jambu,16710,,02518586773,
417887,PT. Rubi Convex,Jl. Mega Wangi No.5 Sukaraja Cicendo Bandung,40132,www.rubiconvex.com,-022 2504360,022 2504360
418049,PT.Agarindo Biological Company,"KP. Cilongok RT. 004 / RW. 003, Sukamantri, Pasirkemis, Tangerang",11460,,02156951805,021-56966932
418252,CV. SINAR REZEKI MANDIRI,JL.PASUKETAN N0.25 LEMAHWUNGKUK,45111,,-,0231-207222
418254,PT. Arkan Indoplast Utama,Jl Jembatan Hitam RT 01 RW 13 Desa Cijujung Kec Sukaraja Kab Bogor,16710,http://www.arkanmedical.go.id,02518654334,02518654336
418278,PT. Sepakat Teknologi Nusantara,Komplek Ruko Mega Grosir Cempaka Mas Blok K/2. Jl. Letjen R. Suprapto RW. 8. Kel. Sumur Batu Kec. Kemayoran,10640,https://spakat.id/,02121244413,
418288,CV SURYA GLOBE,Jl.Prof.Dr.Soeharso No 86 Surakarta,57144,www.sgsolo.com,-,0271742551
418428,PT. Evercoss Technology Indonesia,Kawasan Industri BSB Blok A2 Jatibarang Mijen Kota Semarang Jawa Tengah,50919,,0246513195,0246513192
418454,PT. ANUGRAH KARYA INDONESIA,"Jl. Telkom (Macem) No. 88 Kp. Cibitung Padurenan, Mustika Jaya",17156,,-,(021) 82651290
418824,SINAR MAS JAYA,DELANGGU BARU 01/10 DELANGGU KLATEN,57471,,0272 3146040,0272 552242
418830,"PT. SMARTFREN TELECOM, Tbk",JL. H. AGUS SALIM NO. 45KEL. KEBON SIRIHKEC. MENTENG,10340,,02150100000,
418983,PT. CAHAYA BARU TEKNOLOGI,"RUKO GRAHA BOULEVARD
Blok KGC No. B12, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, DKI Jakarta 14250",14250,kliksaja.co.id,082171790929,
419071,PT.KHARISMA SINARLINDO PERSADA,"Gedung Harco Glodok LT.UG Blok C 19 & 21, Jl. Hayam Wuruk Raya",11180,www.powerledindonesia.com,-,
419132,PT. Gudang Solusi Acommerce,"BIZPARK JABABEKA, Jl. Niaga Industri Selatan 2 Blok QQ2 No.6, Kel. Pasirsari, Kecamatan. Cikarang Selatan,",17532,http://gsacommerce.com/,0213108298,
419196,PT.AVECODE INTERNATIONAL,"KOMPLEK HI-TECH JL.BUDI KEMULIAAN VI, KAMPUNG SERAYA, LUBUK BAJA, BATAM, KEPRI, INDONESIA",29432,http://www.celesta.co.id,62778455315,
419860,CV. Citra Sarana Solusi,Kalibokor Selatan 168 Surabaya,60284,https://www.dutasarana.com/,315045291,
419930,CV Computa,Jl. Cik Di Tiro No. 10 Yogyakarta,555223,http://www.computa.co.id,-,0274-562406
419960,KLIK UTAMA SYSTEM,"JL. MG.DUA RAYA GD.PUSAT KOMPUTER & ELEKTRONIK HARCO MG.DUA LT.3 BLOK B NO.31, Kel. Mangga Dua Selatan, Kec. Sawah Besar, Kota Adm. Jakara Pusat, Prop. DKI Jakarta",10730,http://www.klikutamasystem.com,02162307562,0216008192
419965,PT MITRA AGUNG PRAKARSA,JL GUNUNG SAHARI RAYA  RUKAN MANGGA DUA SQUARE BLOK G NO 12 PADEMANGAN Jakarta Utara,14420,,02162311471,
419981,PT. CITRA DATA NUSANTARA,Jalan K.H. Moch. Ikhsan No. 28 RT. 001 RW. 005,53114,https://www.bisabeli.id,02817773636,
419991,PT. INFONET MITRA SEJATI,"RUKAN MANGGA DUA SQUARE BLOK E/ 41-42 JL. GUNUNG SAHARI RAYA NO. 1KEL ANCOL, KEC PADEMANGAN, JAKARTA UTARA, 14430",14430,www.infonet.co.id,-,-
420003,PT. TRISOLAH UTAMA INDONESIA,"The Honey Lady, Lantai 2
Jl. Pluit Selatan Raya No. 1
Penjaringan - Jakarta Utara",14430,,02129608117,
420021,PT. MEGA INTI TEKNOLOGI,"JL. MANGGA DUA DALAM BLOK J NO.29 , KOMPLEK DUTA PERTIWI, KELUAHAN MANGGA DUA SELATAN, KECAMATAN SAWAH BESAR",10730,http://www.megainti.com,6129889,6126554
420048,PT SAKTI JASA SINERGI,"Jl. Dr. Satrio Lt IV C9/08 (ITC KUNINGAN) Kel. Karet Kuningan, Kec. setiabudi, Kota Adm Jakarta Selatan, DKI Jakarta",12940,,"02156954495, 085789525969",02156969975
420053,PT. BELPIN BLESSIN INDONESIA,"Jl. Alaydrus No 35, Petojo Utara, Gambir, Jakarta Pusat",10340,www.belipintar.co.id,0216349318,
420055,PT. Multi Dimensi Teknologi,"Jl. Raya Perjuangan No. 88
Komplek Graha Kencana Blok CM RT 014 RW 010
Kebon Jeruk Jakarta Barat",11530,http://www.diorderaja.co.id,02162310345,
420056,PT. ALPHACIPTA COMPUTINDO,Jl Kesehatan Raya NO.60M-N jakarta Pusat,11060,www.acico.co.id,3848481,3848467
420076,PT. JAMESINDO SINAR SENTOSA,"Jl. Pantai Indah Selatan, Blok C No. 1F, Lantai 3, Sentra Industri Terpadu III, Pantai Indah Kapuk, RT. 003, RW. 003, Kamal Muara, Penjaringan, Jakarta Utara.",14470,,02122571329,
420124,PT.SUKA BERKARYA INDONESIA,"JL. Pramuka RT 10/RW 01, Kel. Pemurus Luar, Kec. Banjarmasin Timur, Kota Banjarmasin",70236,https://www.sukaberkaryaindonesia.com/,05113250596,
420178,PT.Multipolar Technology Tbk,"Sopodel Office Towers & Lifestyle Tower B Lt. 18, Jl. Mega Kuningan Barat III Lot 10. 1-6, Kawasan Mega Kuningan, Jakarta 12950",12950,www.multipolar.com,0215460011,0215460020
420183,PT. INDONESIA INDIKATOR,"Menara Sudirman Lt.19, Lot A, Jl. Jend. Sudirman Kav.60, Senayan, Kebayoran Baru, Jakarta Selatan 12190",12190,www.indonesiaindicator.com,021-5270669,021-5204438
420241,PT.Mikrotek Komputindo,Komp Ruko Plaza  Medan Fair Jln Iskandar Muda Baru A32-A33,20118,www.mikrotek.co.id,061-4575778,061-4570308
420285,PT. Central Plotter Indonesia,Jl. DR. Saharjo No. 76B,12970,www.centralplotter.com,-,02183706763
420306,PT.Mitra Mapan Sejahtera,"JL.HIBRIDA RAYA BLOK PF 18 NO.9, RT. 00, RW. 00, PEGANGSAAN DUA, KELAPA GADING",14250,,0214534596,
420488,PT ACER INDONESIA,"The Plaza Office Tower level 42, Jl MH Thamrin Kav.28-30",10350,,02129922345,02129922346
420515,PT Bangga Teknologi Indonesia,Rukogreenlake Jl.Danau Sunter Selatan Blok M1 no. O & P Sunter,,,02129618838,
420521,PT. Gosyen Solusindo Cemerlang,Jl. Kedondong 3 Harapan Indah TT No.03 RT 014 RW 020 BEKASI JAWA BARAT,17131,http://gosyen.id,-,
420633,PT. PUNGGAWA NUSANTARA ABADI,"Jalan Kutisari XI No 11E, Siwalankerto, Wonocolo, Surabaya",60263,,0,0
420742,CV. DAYA ELANG UTAMA,PUCANGSAWIT RT 02 RW 01 JEBRES SURAKARTA JAWA TENGAH,57125,,-,0271643886
420805,PT. TERA DATA INDONUSA,"Jalan Inspeksi PAM NO 168 RT 017 RW 04 Kelurahan Cakung Barat, Kecamatan Cakung",13910,https://www.terra.co.id,02122461001,
420832,CV. LUNA JAYA LESTARI,Jl. Dr. Saharjo No.76 B Manggarai Jakarta Selatan,12970,,-,021-83706763
420978,PT. ELANG DIMENSI NUSANTARA,TEMPO SCAN TOWER LANTAI 32F JALAN HR. RASUNA SAID KAV. 3-4,12950,-,02129349300,-
421007,PT Quantum Estar International,Perumahan Villa Bogor Indah B2 No.11 RT.009 RW.013 Ciparigi Bogor Utara,16157,www.questin.co.id,0811300929,-
421230,PT MARAGA BORNEO TARIGAS,JL. ALIANYANG 37 A,,,081351209351,
421232,CV STAR RI,"JL. RAYA SARONOJIWO NO. 19 KEL. PANJANG JIWO, KEC. TENGGILIS MEJOYO",60292,,0318418979,
421250,PT SUNDA KELAPA PUSTAKA,Jl. Topaz Raya Blok C2 No. 16 Permata Puri Media RT 002/001 Kembangan Utara Kembangan Jakarta Barat,11610,,0217864529,
421280,PT SURYA DIGITAL SAMANTHA,"Sentra Niaga Kalimalang Blok B1 No. 36, Kayuringin Jaya",17144,www.sdsonline.co.id,082112880088,
421349,PT Quad Sinergi Teknologi,"Jl. Meruya Ilir Raya Blok H1 No.14 RT.013 RW.003 Meruya Utara, Kembangan Jakarta Barat 11620",11620,,021-22546916,
421358,PT. Plaza Pendidikan Indonesia,Bukit Cimanggu City Blok B 1 no 9,16169,,02517540740,
421523,Intan Nauli Basa,"Jalan Bunga Wijaya Kesuma No. 48 A, Pasar 4 Setia Budi",20131,,081919054488,
421577,CV Dias Dika Dimensi,Jl Pesantren Komplek Mutiara Elok Blok B No 10 Kreo Larangan  Selatan Tangerang,,,-,
421646,PT. HALLO INDONESIA TEKNOLOGI,"GANDARIA 8 OFFICE TOWER LANTAI 7 UNIT B DAN C, JALAN SULTAN ISKANDAR MUDA",12240,www.halloindonesiateknologi.co.id,021-27514518,021-27514518
421651,PT. COMPLUS SISTEM SOLUSI,Plaza de Lumina Blok B No.5.Jl.Dharma raya Cengkareng Jakarta Barat,10730,http://www.compluscss.co.id,021-29030674,021-29030583
421654,Tujuh Samudra,Jl.Duren SAwit Indah A XI/12 Rt.005 Rw.018,13470,-,021-86617212,021-8613542
421822,CV Gentala Usaha Besamo,Jalan Dharma Karya,36128,,081382863007,081382863007
421838,PT. Cakrawala Rentalindo Sejahtera,Rukan The Fifty No.10 Jl. Arteri Kelapa Gading Jakarta,14250,http://cakrawalarentalindo.com,02129574570,02129574571
421839,CV Lancang Kuning Jaya,Jalan Palaraya No. 09,28125,,08126724931,
421842,Musi Jaya Ampera,Jalan Raya Tanjung Api Api KM. 07,30961,,081226587654,-
421862,CV Mitra Pesut Mahakam,Jalan Ring Road No. 3 Sempaja Utara Samarinda Utara,75131,,+628112894096,+628112894096
421864,CV Huma Harati Raya,Jalan Cik Di Tiro No. 3 Menteng Jekan Raya,74874,,08112894051,
421874,CV Bumi Flobamora,Jalan Teka Iku,86118,-,081391467762,
421899,Merdeka Belajar Bengkulu,"Perum. Pondok Nauli Estate No. 8, Pekan Sabtu, Selebar",,,087820810777,
422169,PT MICONOS,"Jl Garuda, Sono Blotan No.33 RT.07 RW.42 Wedomartani Ngemplak Sleman 55584",55584,http://www.miconos.co.id,02747370750,
422377,INSAN KENCANA PASUNDAN,Kebon Pedes Rt.001 RW.008 Kelurahan Kebon Pedes,16162,https://cv-ikp.com/,02517598090,
422381,PT. ABDI INSAN SEMESTA,"VILLA ASTER 2/G2A, JL. SETIABUDI, SRONDOL",50263,https://www.softwarekantor.co.id,024-7463741,024-7477640
422386,CV. PELITA EDUKASI,"Ruko De Mansion, Blok D No. 7, Kel. Kunciran, Kec. Pinang, Kota Tanggerang, Banten",15144,https://www.pelitaedukasi.co.id/,02154372415,
422405,PT. TIHANG BANUA BORNEO,Jl. Sultan Adam Komp. Taekwondo Permai No. 29 Jalur 1 Banjarmasin Utara  ( Kalimantan Selatan ),70122,,085314898989,
422407,PT. PRIMA DATA SEMESTA,GENUK TAMBANGAN RT 01 RW 02 MIJEN KOTA SEMARANG,50215,-,-,-
422437,CV TUNGGAL OPTI PERSADA,MAJAPAHIT SAMBAN LOR N0. 436 RT 01 RW 06 GELANGAN MAGELANG TENGAH,56112,,-,
422481,PT. Smartindo Integrasi System,"Jl. Mangga Dua Raya Blok H / 37, Kel. Mangga Dua Selatan, Kec. Sawah Besar, Jakarta Pusat 10730",10730,www.smartindo.com,021-62200777,021-62200555
422515,PT. SMARTHUB TECHNOLOGIES,"Wisma DNA, Jl. Terusan Kuningan No.16, Kuningan Barat, Jakarta Selatan",,,-,021-52962506
422594,CV PINGUIN DATA SOLUSINDO,JL. Sukadamai No. 2 Kelurahan Sukapura Kecamatan Kejaksan,45122,http://pinguin.co.id/,02318854887,
422657,PT.WIJAYA BERLIAN TETANINDO,JL.LETJEND SUPRAPTO NO.29F LT.4 KEL.HARAPAN MULYA KEC.KEMAYORAN JAKARTA PUSAT,10640,[email protected],-,0214268415
422697,PT. PANCA PUTRA SOLUSINDO,"Perkantoran CBD Pluit, Blok S-08, Lantai 6, Jl. Pluit Selatan Raya No. 1, Penjaringan",14430,www.pancaputra.co.id,62313252,62311471
422745,PT. Berlian Anugerah Abadi,Jl. Kutisari XI No 11G Siwalankerto Kota Surabaya,60291,https://baaba.id/,082290361987,0
422932,PT Agres Info Teknologi,"Gunung Sahari Raya no. 1 
Rukan Mangga Dua Square lt.2 A No.8 
Ancol Pademangan 
Jakarta Utara 
DKI Jakarta",14420,www.agres.id,02162311198,02162311198
422977,CV.JAGAD RAYA PAMENANG,"jl tinalan I no 24 rt 03 rw 08 tinalan kec, pesantren",64132,http://www.jagadrayapamenang.com,081230921006,
423052,Samudera Jaya,"Ruko Harco Mangga Dua Blok L No 08, Jalan Mangga Dua Raya",10730,,02162202606,021 6220 2608
423353,PT. TELKOM SATELIT INDONESIA,"Telkom Landmark Tower 2, Lantai 21, Jl. Jenderal Gatot Subroto Kaveling 52, Kel. Kuningan Barat, Kec. Mampang Prapatan, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",12710,https://telkomsat.co.id/id/,02127933230,0213502120
423533,PT. FALITECHNO MANDIRI INDONESIA,BELLEZZA OFFICE TOWER LT.7 JL. LETJEN SOEPENO NO.34,12210,https://falitechno.com,082211763156,0215847219
423657,CV. KUSUMA ABADI JAYA,"JL. RAMBUTAN, GG. AGROWISATA, LK.I",35158,,085366656810,
423949,INDOTEST MULTI LABORATAMA,komplek kawasan industri cibolerang no. 203 kav. 27,40225,www.indotest.indonetwork.net,-,022-86067571
424140,PT PELITA MEDIKA INDONESIA,Jl. MH. Thamrin Ruko Setos AA2 No. 17-18 Kel. Panunggangan Utara Kec. Pinang,15143,,02155700374,
424463,PT. TUNAS BAHANA SPARTA,JL. RAYA MUNDU PESISIR NO. 54.A,45181,http://www.spartakaroseri.com,0231-510121,0231-510394
424652,PT. LINKADATA LINTAS  SOLUSI,"Ruko Fresh Market PE/RB 17, Jalan Boulevard Bintaro Jaya, Kota Tangerang Selatan",15228,http://www.lintassolusi.com,02127624155,02127624155
425270,PT. Artomoro Powerindo Energi,Puri Nirwana 3 Blok BL.25 Jl. Cendana 3 Kel. Karadenan Kec. Cibinong,16913,,08111577870,
425781,PT. BUANA MANDIRI INTERNUSA,Jl. Karang Satria No. 132 Bekasi Timur,17111,,-,
425797,CV Sinar Makmur Sentosa,"Ruko Green Garden A14 No. 36
Kedoya Utara, Kebon Jeruk
Jakarta Barat",11520,https://sinarmandirisejahtera.co.id,0215683853,
426265,BELNIC GROUP,SANGGAR INDAH BANJARAN D.I NO 24,40377,,02285935041,02285935041
426681,CV JAGAD RAYA,"JL. Permata Grafika ll Blok C No. 19A Gedawang, Banyumanik - Semarang",,,-,
426831,PT. EIKON TECHNOLOGY,JL. SIMPANG DARMO PERMAI UTARA 33A,60226,WWW.EIKONTECHNOLOGY.COM,031 - 731 3390,031 - 990 20749
426906,PT. Artha Genetikalab Indonesia,Jl. Janti No 332 Karangjambe RT012 Banguntapan Bantul Yogyakarta,55198,,-,
426995,PT. TOGA GEMILANG RAYA,perrum queen gardenia blok aster f10 tegal besar kaliwates jember,68131,togamedia.com,03315442676,-
427185,CV. PERSADA SEJAHTERA,Komplek Pesona Anggrek Harapan Blok B 9 No 35 Rt 010 Rw 027,17124,,02129489789,
427190,PT GHONIM ESHAN PERMATA,GRAHA KOMANDO LANTAI 3 JL. CIPINANG INDAH RAYA NO 1 RT/RW 001/013 KEL. CIPINANG MUARA KEC. JATINEGARA KOTA ADMINISTRASI JAKARTA TIMUR,13240,,02129489789,02129489789
427290,TEKINDO LANTJAR DJAYA,"Infinite Office, Permata Regency D/37
JL. H Kelik",11630,,087775740980,
427729,PT. Mahakarya Inti Technology,"Ruko Orion Dusit No. 18
Jl. Arteri Mangga",10730,http://www.yolori.com,0216013636,
428000,PT. INTI MEDIA DATA,"Gedung 18 Office Park Lt. 10 Unit A, Jl TB. SImatupang No. 18",12520,http://www.intimediadata.com,02180674914,
